1.892419168631E2,3.210001992925E-23
1.892759195809E2,4.117193998297E-23
1.893905364755E2,4.414800577829E-23
1.894486695548E2,3.066471051848E-23
1.894835921439E2,3.575945275985E-23
1.895498228783E2,3.772423156923E-23
1.896507206820E2,4.765257668592E-23
1.897889568985E2,2.917405558005E-23
1.898420817896E2,3.402670389095E-23
1.900460888047E2,2.304792616683E-23
1.900796966283E2,1.643422815067E-23
1.901463361944E2,1.661895544978E-23
1.902462769602E2,1.236963651454E-23
1.903358575593E2,1.435573010714E-23
1.904031103729E2,1.362438812700E-23
1.904839661320E2,2.081612951846E-23
1.905455603433E2,1.893620226316E-23
1.906003205612E2,1.864727837872E-23
1.906448878616E2,1.501788545575E-23
1.906983704805E2,1.687926874112E-23
1.907437926108E2,2.331597146492E-23
1.907916677313E2,2.498633996067E-23
1.908323000267E2,3.023824410140E-23
1.908706976852E2,2.461047464851E-23
1.908900753783E2,2.179528651993E-23
1.909523850451E2,1.841191723221E-23
1.910006178934E2,1.901384318997E-23
1.910371247053E2,1.881994232853E-23
1.910911183637E2,2.006292365786E-23
1.911826409134E2,1.904498862237E-23
1.912276681495E2,1.462520740604E-23
1.912887513212E2,1.402696921832E-23
1.913475859185E2,1.697809068250E-23
1.913973890521E2,2.792607023163E-23
1.914340491759E2,2.720617792009E-23
1.914926932949E2,1.792364792618E-23
1.915489215903E2,2.841141341726E-23
1.915744689253E2,2.489805056154E-23
1.915935399947E2,2.276089221152E-23
1.916423860904E2,2.205959255196E-23
1.917382524768E2,1.335820999840E-23
1.917949407078E2,2.019029593565E-23
1.918550529042E2,2.141141749828E-23
1.918938593944E2,1.670450899411E-23
1.919535627591E2,1.848040889832E-23
1.919949244474E2,1.106764783292E-23
1.920457496603E2,1.637715626383E-23
1.921034739079E2,1.186701244175E-23
1.921393674723E2,1.251562285039E-23
1.922495011556E2,1.139029360950E-23
1.923391467961E2,7.007331731125E-24
1.923864086691E2,8.001372636996E-24
1.924296472665E2,7.393958189422E-24
1.924964912484E2,7.320552154566E-24
1.925731843575E2,4.900771603060E-24
1.926404882751E2,4.626571673648E-24
1.927259294533E2,8.240921842993E-24
1.927827709962E2,1.225969147623E-23
1.928303905969E2,1.349003649013E-23
1.928799521481E2,1.214129070864E-23
1.929373558346E2,1.704130325483E-23
1.930779939372E2,8.136907049311E-24
1.931384638614E2,8.315413584397E-24
1.931877187888E2,7.725328092157E-24
1.932542561470E2,7.895236181153E-24
1.933795769986E2,9.818275524265E-24
1.934404557544E2,9.617995923613E-24
1.934885352908E2,1.009127763959E-23
1.935801089444E2,9.528746234541E-24
1.936526626326E2,9.790492497750E-24
1.936900893158E2,8.810668983478E-24
1.937325613538E2,8.814034390560E-24
1.938015517021E2,6.988310229513E-24
1.939420597219E2,1.187489840649E-23
1.940810624978E2,6.715633054298E-24
1.941790102092E2,6.143543152341E-24
1.942321351003E2,7.165425564930E-24
1.943410933925E2,7.364663845787E-24
1.943858651088E2,5.807091896018E-24
1.944344045808E2,5.809626973354E-24
1.945197574885E2,5.573202622631E-24
1.945899232279E2,3.912675042802E-24
1.946445812379E2,3.893947862457E-24
1.947427705316E2,6.510155031777E-24
1.948221582132E2,6.179174224937E-24
1.949471213371E2,7.974046523060E-24
1.950041812332E2,6.189295958413E-24
1.950836711228E2,5.812816030902E-24
1.951244056261E2,6.960600696537E-24
1.952032311641E2,7.002475998771E-24
1.952980104299E2,8.891823078287E-24
1.953406357797E2,8.755198483046E-24
1.953740902914E2,6.342699355606E-24
1.954904447206E2,5.681847840716E-24
1.955450005227E2,5.714782851557E-24
1.956913994355E2,2.816834435315E-24
1.957770450296E2,4.912360820296E-24
1.958425092045E2,5.610133020196E-24
1.959354626651E2,4.592474078386E-24
1.959955748615E2,4.870229745801E-24
1.961460992578E2,2.935057277572E-24
1.961992752529E2,3.405201106845E-24
1.962379795352E2,2.684879768417E-24
1.962745885550E2,2.629537938447E-24
1.963467334115E2,2.818534435687E-24
1.963998071987E2,3.304785768592E-24
1.964927234927E2,1.449305899151E-24
1.965478786049E2,2.567208852342E-24
1.966074797617E2,2.870336705588E-24
1.966427600785E2,3.225570986416E-24
1.967039454581E2,3.061079667643E-24
1.967855677766E2,4.320203904821E-24
1.968585814005E2,4.232539363400E-24
1.968938617173E2,4.756360514385E-24
1.969305729451E2,4.609306440631E-24
1.969849754353E2,4.710167899488E-24
